Player,Color
Erik Haula,#ffb81c
Jake Lucchini,#ffb81c
Justin Barron,#ffb81c
Joakim Kemell,#ffb81c
Adam Wilsby,#ffb81c
Cole Smith,#ffb81c
Fedor Svechkov,#ffb81c
Filip Forsberg,#ffb81c
Jonathan Marchessault,#ffb81c
Juuse Saros,#ffb81c
Luke Evangelista,#ffb81c
Michael McCarron,#ffb81c
Ozzy Wiesblatt,#ffb81c
Roman Josi,#ffb81c
Ryan O'Reilly,#ffb81c
Steven Stamkos,#ffb81c
Zachary L'Heureux,#ffb81c
Magnus Chrona,#ffb81c
Nick Perbix,#ffb81c
Joseph Willis,#ffb81c
Nicolas Hague,#ffb81c
Reid Schaefer,#ffb81c
Matthew Wood,#ffb81c
Hiroki Gojsic,#ffb81c
Kalan Lind,#ffb81c
Ryder Rolston,#ffb81c
Cole O'Hara,#ffb81c
Navrin Mutter,#ffb81c
Ryan Ufko,#ffb81c
Andrew Gibson,#ffb81c
David Edstrom,#ffb81c
Austin Roest,#ffb81c
Erik Pahlsson,#ffb81c
Jakub Milota,#ffb81c
Viggo Gustafsson,#ffb81c
Aiden Fink,#ffb81c
Tanner Molendyk,#ffb81c
Felix Nilsson,#ffb81c
Yegor Surin,#ffb81c
Kasper Kulonummi,#ffb81c
Cameron Reid,#ffb81c
Ryker Lee,#ffb81c
Jack Ivankovic,#ffb81c
Alex Huang,#ffb81c
Jack Matier,#ffb81c
Brady Martin,#ffb81c
Marc McLaughlin,#ce1126
Brett Pesce,#ce1126
Stefan Noesen,#ce1126
Jacob Markstrom,#ce1126
Zack MacEwen,#ce1126
Evgenii Dadonov,#ce1126
Connor Brown,#ce1126
Nico Daws,#ce1126
Brian Halonen,#ce1126
Calen Addison,#ce1126
Jake Allen,#ce1126
Nico Hischier,#ce1126
Simon Nemec,#ce1126
Johnathan Kovacevic,#ce1126
Cody Glass,#ce1126
Brenden Dillon,#ce1126
Dawson Mercer,#ce1126
Dougie Hamilton,#ce1126
Jack Hughes,#ce1126
Jesper Bratt,#ce1126
Jonas Siegenthaler,#ce1126
Luke Hughes,#ce1126
Mike Hardman,#ce1126
Nathan Legare,#ce1126
Ondrej Palat,#ce1126
Paul Cotter,#ce1126
Seamus Casey,#ce1126
Timo Meier,#ce1126
Dennis Cholowski,#ce1126
Angus Crookshank,#ce1126
Tyler Brennan,#ce1126
Jonathan Gruden,#ce1126
Dylan Wendt,#ce1126
Thomas Bordeleau,#ce1126
Luke Glendening,#ce1126
Shane Lachance,#ce1126
Xavier Parent,#ce1126
Colton White,#ce1126
Ethan Edwards,#ce1126
Josh Filmon,#ce1126
Juho Lammikko,#ce1126
Jeremy Hanzel,#ce1126
Cam Squires,#ce1126
Topias Vilen,#ce1126
Arseny Gritsyuk,#ce1126
Lenni Hameenaho,#ce1126
Mikhail Yegorov,#ce1126
Kasper Pikkarainen,#ce1126
Veeti Louhivaara,#ce1126
Cole Brown,#ce1126
Daniil Orlov,#ce1126
Ben Kevan,#ce1126
Mason Moe,#ce1126
Trenten Bennett,#ce1126
David Rozsival,#ce1126
Ryan Schmelzer,#ce1126
Mikael Diotte,#ce1126
Jakub Malek,#ce1126
Anthony DeAngelo,#00539b
Jonathan Drouin,#00539b
Calum Ritchie,#00539b
Adam Boqvist,#00539b
Liam Foudy,#00539b
Ryan Pulock,#00539b
Marcus Hogberg,#00539b
Emil Heineman,#00539b
Isaiah George,#00539b
David Rittich,#00539b
Adam Beckman,#00539b
Mathew Barzal,#00539b
Tristan Lennox,#00539b
Scott Mayfield,#00539b
Adam Pelech,#00539b
Alexander Romanov,#00539b
Anders Lee,#00539b
Anthony Duclair,#00539b
Bo Horvat,#00539b
Casey Cizikas,#00539b
Ilya Sorokin,#00539b
Jean-Gabriel Pageau,#00539b
Julien Gauthier,#00539b
Kyle MacLean,#00539b
Kyle Palmieri,#00539b
Marc Gatcomb,#00539b
Maxim Tsyplakov,#00539b
Pierre Engvall,#00539b
Semyon Varlamov,#00539b
Simon Holmstrom,#00539b
Ruslan Iskhakov,#00539b
Matthew Highmore,#00539b
Daylan Kuefler,#00539b
Cole McWard,#00539b
Ethan Bear,#00539b
Gleb Veremyev,#00539b
Joey Larson,#00539b
Cole Eiserman,#00539b
Jesse Pulkkinen,#00539b
Kamil Bednarik,#00539b
Calle Odelius,#00539b
Victor Eklund,#00539b
Kashawn Aitcheson,#00539b
Cole McKinney,#00539b
Maxim Shabanov,#00539b
Travis Mitchell,#00539b
Matthew Schaefer,#00539b
Jeese Nurmi,#00539b
Daniil Prokhorov,#00539b
Matt Maggio,#00539b
Cam Thiesing,#00539b
Alex Jefferies,#00539b
Eetu Liukas,#00539b
Marshall Warren,#00539b
Henrik Tikkanen,#00539b
Carey Terrance,#0038a8
Scott Morrow (2002),#0038a8
Taylor Raddysh,#0038a8
Juuso Parssinen,#0038a8
Trey Fix-Wolansky,#0038a8
Will Borgen,#0038a8
Lucas Edmonds,#0038a8
Derrick Pouliot,#0038a8
Sam Carrick,#0038a8
JT Miller,#0038a8
Jackson Dorrington,#0038a8
Vladislav Gavrikov,#0038a8
Adam Edstrom,#0038a8
Conor Sheary,#0038a8
Dylan Garand,#0038a8
Justin Dowling,#0038a8
Vincent Trocheck,#0038a8
Adam Fox,#0038a8
Alexis Lafreniere,#0038a8
Artemi Panarin,#0038a8
Braden Schneider,#0038a8
Brett Berard,#0038a8
Connor Mackey,#0038a8
Igor Shesterkin,#0038a8
Jonathan Quick,#0038a8
Jonny Brodzinski,#0038a8
Matt Rempe,#0038a8
Mika Zibanejad,#0038a8
Urho Vaakanainen,#0038a8
Will Cuylle,#0038a8
Anton Blidh,#0038a8
Brandon Scanlin,#0038a8
Brennan Othmann,#0038a8
Matthew Robertson,#0038a8
Brendan Brisson,#0038a8
Carson Soucy,#0038a8
Casey Fitzgerald,#0038a8
Noah Laba,#0038a8
Gabe Perreault,#0038a8
Callum Tung,#0038a8
Talyn Boyko,#0038a8
Drew Fortescue,#0038a8
Bryce Mcconnell-Barker,#0038a8
Rasmus Larsson,#0038a8
Malcolm Spence,#0038a8
Sean Barnhill,#0038a8
Artyom Gonchar,#0038a8
Mikkel Eriksen,#0038a8
Samuel Jung,#0038a8
Kalle Vaisanen,#0038a8
Brody Lamb,#0038a8
Hugo Ollas,#0038a8
Karl Henriksson,#0038a8
Dylan Roobroeck,#0038a8
Jaroslav Chmelar,#0038a8
Adam Sykora,#0038a8
Lauri Pajuniemi,#0038a8
Nathan Aspinall,#0038a8
Dylan Cozens,#da1a32
Linus Ullmark,#da1a32
Kurtis MacDermid,#da1a32
David Perron,#da1a32
Leevi Merilainen,#da1a32
Nick Cousins,#da1a32
Jordan Spence,#da1a32
Arthur Kaliyev,#da1a32
Artem Zub,#da1a32
Brady Tkachuk,#da1a32
Claude Giroux,#da1a32
Drake Batherson,#da1a32
Jake Sanderson,#da1a32
Jan Jenik,#da1a32
Mads Sogaard,#da1a32
Michael Amadio,#da1a32
Nick Jensen,#da1a32
Nikolas Matinpalo,#da1a32
Ridly Greig,#da1a32
Shane Pinto,#da1a32
Thomas Chabot,#da1a32
Tim Stutzle,#da1a32
Tyler Kleven,#da1a32
Maxence Guenette,#da1a32
Xavier Bourgault,#da1a32
Olle Lycksell,#da1a32
Lars Eller,#da1a32
Fabian Zetterlund,#da1a32
Cameron Crotty,#da1a32
Hunter Shepard,#da1a32
Hayden Hodgson,#da1a32
Stephen Halliday,#da1a32
Alex Formenton,#da1a32
Garrett Pilon,#da1a32
Lassi Thomson,#da1a32
Carter Yakemchuk,#da1a32
Tomas Hamara,#da1a32
Tyler Boucher,#da1a32
Wyatt Bongiovanni,#da1a32
Lucas Ellinas,#da1a32
Javon Moore,#da1a32
Blake Montgomery,#da1a32
Vladimir Nikitin,#da1a32
Nicholas Vantassell,#da1a32
Cameron O'Neill,#da1a32
Tyson Dyck,#da1a32
Filip Nordberg,#da1a32
Logan Hensler,#da1a32
Blake Vanek,#da1a32
Lucas Beckman,#da1a32
Jackson Parsons,#da1a32
Jake Chiasson,#da1a32
Jorian Donovan,#da1a32
Oskar Pettersson,#da1a32
Matthew Andonovski,#da1a32
Djibril Toure,#da1a32
Trevor Zegras,#f74902
Dennis Gilbert,#f74902
Dan Vladar,#f74902
Nikita Grebenkin,#f74902
Rodrigo Abols,#f74902
Noah Juulsen,#f74902
Adam Ginning,#f74902
Egor Zamula,#f74902
Alexei Kolosov,#f74902
Emil Andrae,#f74902
Jacob Gaucher,#f74902
Christian Kyrou,#f74902
Carl Grundstrom,#f74902
Nicolas Deslauriers,#f74902
Christian Dvorak,#f74902
Anthony Richard,#f74902
Bobby Brink,#f74902
Cam York,#f74902
Garnet Hathaway,#f74902
Helge Grans,#f74902
Jamie Drysdale,#f74902
Jett Luchanko,#f74902
Matvei Michkov,#f74902
Nick Seeler,#f74902
Noah Cates,#f74902
Owen Tippett,#f74902
Rasmus Ristolainen,#f74902
Samuel Ersson,#f74902
Sean Couturier,#f74902
Travis Konecny,#f74902
Travis Sanheim,#f74902
Tyson Foerster,#f74902
Lane Pederson,#f74902
Ty Murchison,#f74902
Karsen Dorwart,#f74902
Massimo Rizzo,#f74902
Devin Kaplan,#f74902
Alex Bump,#f74902
Oscar Eklind,#f74902
Heikki Ruohonen,#f74902
Noah Powell,#f74902
Spencer Gill,#f74902
Alex Ciernik,#f74902
Ryan Macpherson,#f74902
Oliver Bonk,#f74902
Carson Bjarnason,#f74902
Egor Zavragin,#f74902
Denver Barkey,#f74902
Tucker Robertson,#f74902
Alexis Gendron,#f74902
Jack Nesbitt,#f74902
Carter Amico,#f74902
Jack Murtagh,#f74902
Shane Vansaghi,#f74902
Matthew Gard,#f74902
Luke Vlooswyk,#f74902
Matej Tomek,#f74902
Artem Guryev,#f74902
Hunter McDonald,#f74902
Ethan Samson,#f74902
Justin Brazeau,#fcb514
Parker Wotherspoon,#fcb514
Connor Clifton,#fcb514
Anthony Mantha,#fcb514
Vasily Ponomarev,#fcb514
Caleb Jones,#fcb514
Mathew Dumba,#fcb514
Connor Dewar,#fcb514
Bokondji Imama,#fcb514
Owen Pickering,#fcb514
Rafael Harvey-Pinard,#fcb514
Evgeni Malkin,#fcb514
Philip Kemp,#fcb514
Danton Heinen,#fcb514
Melvin Fernstrom,#fcb514
Blake Lizotte,#fcb514
Philip Tomasino,#fcb514
Bryan Rust,#fcb514
Thomas Novak,#fcb514
Sebastian Aho (1996),#fcb514
Arturs Silovs,#fcb514
Joel Blomqvist,#fcb514
Tristan Jarry,#fcb514
Ville Koivunen,#fcb514
Erik Karlsson,#fcb514
Jack St. Ivany,#fcb514
Kevin Hayes,#fcb514
Kris Letang,#fcb514
Noel Acciari,#fcb514
Rickard Rakell,#fcb514
Rutger McGroarty,#fcb514
Ryan Graves,#fcb514
Ryan Shea,#fcb514
Sam Poulin,#fcb514
Sidney Crosby,#fcb514
Valtteri Puustinen,#fcb514
Joona Koppanen,#fcb514
Alexander Alexeyev,#fcb514
Finn Harding,#fcb514
Sergei Murashov,#fcb514
Max Graham,#fcb514
Chase Pietila,#fcb514
Daniel Laatsch,#fcb514
Avery Hayes,#fcb514
Filip Hallander,#fcb514
Harrison Brunicke,#fcb514
Mikhail Ilyin,#fcb514
Emil Jarventie,#fcb514
Emil Pieniniemi,#fcb514
Bill Zonnon,#fcb514
Will Horcoff,#fcb514
Peyton Kettles,#fcb514
Gabriel D'Aigle,#fcb514
Brady Peddle,#fcb514
Ryan Miller (2007),#fcb514
Quinn Beauchesne,#fcb514
Jordan Charron,#fcb514
Benjamin Kindel,#fcb514
Cruz Lucius,#fcb514
Filip Larsson,#fcb514
Tristan Broz,#fcb514
Tanner Howe,#fcb514
Filip Lindberg,#fcb514
Alexandre Texier,#002f87
Philip Broberg,#002f87
Dylan Holloway,#002f87
Corey Schueneman,#002f87
Matthew Kessel,#002f87
Logan Mailloux,#002f87
Mathieu Joseph,#002f87
Georgi Romanov,#002f87
Alexey Toropchenko,#002f87
Brayden Schenn,#002f87
Cam Fowler,#002f87
Colton Parayko,#002f87
Jake Neighbours,#002f87
Joel Hofer,#002f87
Jordan Binnington,#002f87
Jordan Kyrou,#002f87
Justin Faulk,#002f87
Nathan Walker,#002f87
Oskar Sundqvist,#002f87
Tyler Tucker,#002f87
Pavel Buchnevich,#002f87
Robert Thomas,#002f87
Nikita Alexandrov,#002f87
Zach Dean,#002f87
Torey Krug,#002f87
Hugh McGing,#002f87
Nick Bjugstad,#002f87
Pius Suter,#002f87
Dalibor Dvorsky,#002f87
Matt Luff,#002f87
Adam Jecho,#002f87
Lukas Fischer,#002f87
Jakub Stancl,#002f87
Jimmy Snuggerud,#002f87
Dylan Peterson,#002f87
Will Cranley,#002f87
Matvei Korotky,#002f87
Otto Stenberg,#002f87
Theo Lindstein,#002f87
Juraj Pekarcik,#002f87
Aleksanteri Kaskimaki,#002f87
Ivan Vorobyov,#002f87
Vadim Zherenko,#002f87
Hunter Skinner,#002f87
Mikhail Abramov,#002f87
Nikita Susuyev,#002f87
Justin Carbonneau,#002f87
Simon Robertsson,#002f87
Adam Jiricek,#002f87
Samuel Johannesson,#002f87
Leo Loof,#002f87
Michael Buchinger,#002f87
Quinton Burns,#002f87
Marc-Andre Gaudet,#002f87
Pavol Regenda,#006d75
Jeff Skinner,#006d75
Dmitry Orlov,#006d75
Philipp Kurashev,#006d75
Alexandar Georgiev,#006d75
Colin White (1997),#006d75
Collin Graf,#006d75
Ty Dellandrea,#006d75
Jack Thompson,#006d75
Jakub Skarek,#006d75
Vincent Desharnais,#006d75
Patrick Giles,#006d75
Yaroslav Askarov,#006d75
Shakir Mukhamadullin,#006d75
Nick Leddy,#006d75
Egor Afanasyev,#006d75
Shane Bowers,#006d75
Samuel Laberge,#006d75
Tyler Toffoli,#006d75
Alexander Wennberg,#006d75
Barclay Goodrow,#006d75
Adam Gaudette,#006d75
Zack Ostapchuk,#006d75
Alex Nedeljkovic,#006d75
Ethan Cardwell,#006d75
Macklin Celebrini,#006d75
Mario Ferraro,#006d75
Timothy Liljegren,#006d75
William Eklund,#006d75
William Smith,#006d75
Logan Couture,#006d75
Ryan Reaves,#006d75
Kyle Masters,#006d75
Ryan Ellis,#006d75
John Klingberg,#006d75
Gabriel Carriere,#006d75
Vincent Iorio,#006d75
Luca Cagnoni,#006d75
Martin Kaut,#006d75
Lucas Carlsson,#006d75
Cameron Lund,#006d75
Sasha Chmelevski,#006d75
Noah Beck,#006d75
Carey Price,#006d75
Reese Laubach,#006d75
Jake Furlong,#006d75
Igor Chernyshov,#006d75
Leo Sahlin Wallenius,#006d75
Mattias Havelid,#006d75
Christian Kirsch,#006d75
Sam Dickinson,#006d75
Colton Roberts,#006d75
Nate Misskey,#006d75
Carson Wetsch,#006d75
Yegor Rimashevsky,#006d75
Quentin Musty,#006d75
Brandon Svoboda,#006d75
Eli Barnett,#006d75
Filip Bystedt,#006d75
Axel Landen,#006d75
Joshua Ravensbergen,#006d75
Teddy Mutryn,#006d75
Ilyas Magomedsultanov,#006d75
Zach Sharp,#006d75
Cole Clayton,#006d75
Jimmy Huntington,#006d75
Max Heise,#006d75
Richard Gallant,#006d75
Yegor Spiridonov,#006d75
Michael Misa,#006d75
Haoxi Wang,#006d75
Benjamin Gaudreau,#006d75
Theo Jacobsson,#006d75
Ben Meyers,#001628
Mason Marchment,#001628
Philipp Grubauer,#001628
Cale Fleury,#001628
Josh Mahura,#001628
Brandon Montour,#001628
Frederick Gaudreau,#001628
Matt Murray,#001628
Mitchell Stephens,#001628
Victor Ostman,#001628
Jordan Eberle,#001628
Kaapo Kakko,#001628
Ryan Lindgren,#001628
Niklas Kokko,#001628
Adam Larsson,#001628
Chandler Stephenson,#001628
Jaden Schwartz,#001628
Jamie Oleksiak,#001628
Jared McCann,#001628
Joey Daccord,#001628
John Hayden,#001628
Matty Beniers,#001628
Ryan Winterton,#001628
Ryker Evans,#001628
Shane Wright,#001628
Tye Kartye,#001628
Vince Dunn,#001628
Logan Morrison,#001628
Max McCormick,#001628
Jacob Melanson,#001628
Jani Nyman,#001628
Eeli Tolvanen,#001628
Oscar Fisker Molgaard,#001628
Andrei Loshko,#001628
Nathan Villeneuve,#001628
Carson Rehkopf,#001628
Ville Ottavainen,#001628
Tyson Jugnauth,#001628
Kaden Hammell,#001628
Clarke Caswell,#001628
Jakub Fibigr,#001628
Visa Vedenpaa,#001628
Lukas Dragicevic,#001628
David Goyette,#001628
Ben MacDonald,#001628
Blake Fiddler,#001628
Will Reynolds,#001628
Karl Annborn,#001628
Loke Krantz,#001628
Jake O'Brien,#001628
Jon-Randall Avon,#001628
Kim Saarinen,#001628
Julius Miettinen,#001628
Jagger Firkus,#001628
Berkly Catton,#001628
Eduard Sale,#001628
Lleyton Roed,#001628
Ty Nelson,#001628
Caden Price,#001628
Peetro Seppala,#001628
Jakob Pelletier,#002868
Lucas Mercuri,#002868
Jake Guentzel,#002868
Boris Katchouk,#002868
Maxwell Crozier,#002868
Gage Goncalves,#002868
Declan Carlile,#002868
Scott Sabourin,#002868
Brandon Halverson,#002868
Conor Geekie,#002868
Dylan Duke,#002868
JJ Moser,#002868
Ryan McDonagh,#002868
Yanni Gourde,#002868
Oliver Bjorkstrand,#002868
Steven Santini,#002868
Erik Cernak,#002868
Mitchell Chaffee,#002868
Anthony Cirelli,#002868
Jack Finley,#002868
Zemgus Girgensons,#002868
Brandon Hagel,#002868
Victor Hedman,#002868
Jonas Johansson (1995),#002868
Nikita Kucherov,#002868
Emil Lilleberg,#002868
Nick Paul,#002868
Brayden Point,#002868
Darren Raddysh,#002868
Andrei Vasilevskiy,#002868
Waltteri Merela,#002868
Ryder Korczak,#002868
Pontus Holmberg,#002868
Robert Flinton,#002868
Hugo Alnefelt,#002868
Nick Abruzzese,#002868
Connor Kurth,#002868
Charle-Edouard D'Astous,#002868
Harrison Meneghin,#002868
Wojciech Stachowiak,#002868
Ryan Fanti,#002868
Jan Golicic,#002868
Hagen Burrows,#002868
Joe Connor,#002868
Noah Steen,#002868
Sam O'Reilly,#002868
Jayson Shaugabay,#002868
Jack Harvey,#002868
Ethan Gauthier,#002868
Dominic James,#002868
Dyllan Gill,#002868
Ethan Czata,#002868
Benjamin Rautiainen,#002868
Tristan Allard,#002868
Simon Lundmark,#002868
Aiden Foster,#002868
Caleb Heil,#002868
Roman Luttsev,#002868
Grant Spada,#002868
Daniil Pylenkov,#002868
Maxim Groshev,#002868
Mikhail Shalagin,#002868
Curtis Douglas,#002868
Niko Huuhtanen,#002868
Milo Roelens,#002868
Gabriel Szturc,#002868
Roman Schmidt,#002868
Brandon Carlo,#00205b
Vinni Lettieri,#00205b
Chris Tanev,#00205b
Jacob Quillan,#00205b
Vyacheslav Peksa,#00205b
Dakota Joshua,#00205b
Oliver Ekman-Larsson,#00205b
Steven Lorentz,#00205b
Anthony Stolarz,#00205b
Dakota Mermis,#00205b
Travis Boyd,#00205b
Cayden Primeau,#00205b
Michael Pezzetta,#00205b
Scott Laughton,#00205b
Henry Thrun,#00205b
Matthew Benning,#00205b
Marshall Rifai,#00205b
Sammy Blais,#00205b
Borya Valis,#00205b
Philippe Myers,#00205b
Simon Benoit,#00205b
Max Domi,#00205b
Dennis Hildeby,#00205b
David Kampf,#00205b
Matthew Knies,#00205b
Auston Matthews,#00205b
Jake McCabe,#00205b
Bobby McMann,#00205b
William Nylander,#00205b
Morgan Rielly,#00205b
Nicholas Robertson,#00205b
John Tavares,#00205b
Joseph Woll,#00205b
Calle Jarnkrok,#00205b
Matias Maccelli,#00205b
Nicolas Roy,#00205b
Bo Groulx,#00205b
John Prokop,#00205b
Semyon Der-Arguchintsev,#00205b
Luke Haymes,#00205b
Braeden Kressler,#00205b
Blake Smith,#00205b
Artur Akhtyamov,#00205b
Miroslav Holinka,#00205b
Timofei Obvintsev,#00205b
Matt Lahey,#00205b
Ben Danford,#00205b
Nathan Mayes,#00205b
Roni Hirvonen,#00205b
Easton Cowan,#00205b
Topi Niemela,#00205b
Nicholas Moldenhauer,#00205b
Tinus Luc Koblar,#00205b
Tyler Hopkins,#00205b
William Belle,#00205b
Ryan Tverberg,#00205b
Wyatt Schingoethe,#00205b
Joe Miller (2002),#00205b
William Villeneuve,#00205b
Cade Webber,#00205b
Kirill Slepets,#00205b
Noah Chadwick,#00205b
Lukas Reichel,#00205b
Elias Pettersson (2004),#00205b
Aatu Raty,#00205b
Kiefer Sherwood,#00205b
Max Sasson,#00205b
Evander Kane,#00205b
Marcus Pettersson,#00205b
Drew O'Connor,#00205b
Filip Chytil,#00205b
Victor Mancini,#00205b
Linus Karlsson,#00205b
Nils Aman,#00205b
MacKenzie MacEachern,#00205b
Kevin Lankinen,#00205b
Vitali Kravtsov,#00205b
Elias Pettersson (1998),#00205b
Arshdeep Bains,#00205b
Chase Stillman,#00205b
PO Joseph,#00205b
Joe Labate,#00205b
Tyler Myers,#00205b
Thatcher Demko,#00205b
Teddy Blueger,#00205b
Jimmy Schuldt,#00205b
Jonathan Lekkerimaki,#00205b
Josh Bloom,#00205b
Brock Boeser,#00205b
Guillaume Brisebois,#00205b
Nikita Tolopilo,#00205b
Jake Debrusk,#00205b
Derek Forbort,#00205b
Conor Garland,#00205b
Nils Hoglander,#00205b
Filip Hronek,#00205b
Quinn Hughes,#00205b
Jiri Patera,#00205b
Aku Koskenvuo,#00205b
Ty Young,#00205b
Vilmer Alriksson,#00205b
Kirill Kudryavtsev,#00205b
Ty Mueller,#00205b
Tom Willander,#00205b
Anri Ravinskis,#00205b
Ilya Safonov,#00205b
Anthony Romani,#00205b
Matthew Perkins,#00205b
Sawyer Mynio,#00205b
Kieren Dervin,#00205b
Jett Woo,#00205b
Braeden Cootes,#00205b
Aleksi Medvedev,#00205b
Gabe Chiarot,#00205b
Riley Patterson,#00205b
Danila Klimovich,#00205b
Dylan Coghlan,#b4975a
Jaycob Megna,#b4975a
Raphael Lavoie,#b4975a
Alexander Holtz,#b4975a
Tanner Laczynski,#b4975a
Brandon Saad,#b4975a
Cole Reinhardt,#b4975a
William Karlsson,#b4975a
Akira Schmid,#b4975a
Colton Sissons,#b4975a
Jeremy Lauzon,#b4975a
Reilly Smith,#b4975a
Carter Hart,#b4975a
Jonas Rondbjerg,#b4975a
Tomas Hertl,#b4975a
Lukas Cormier,#b4975a
Trent Swick,#b4975a
Kai Uchacz,#b4975a
Braeden Bowman,#b4975a
Mitchell Marner,#b4975a
Jack Eichel,#b4975a
Mark Stone,#b4975a
Shea Theodore,#b4975a
Ivan Barbashev,#b4975a
Pavel Dorofeyev,#b4975a
Brett Howden,#b4975a
Noah Hanifin,#b4975a
Alex Pietrangelo,#b4975a
Keegan Kolesar,#b4975a
Brayden McNabb,#b4975a
Zach Whitecloud,#b4975a
Kaedan Korczak,#b4975a
Ben Hutton,#b4975a
Adin Hill,#b4975a
Jeremy Davies,#b4975a
Cameron Whitehead,#b4975a
Trevor Connelly,#b4975a
Jackson Hallum,#b4975a
Tuomas Uronen,#b4975a
Pavel Moysevich,#b4975a
Mathieu Cataford,#b4975a
Arttu Karki,#b4975a
Jordan Gustafson,#b4975a
Mateo Nobert,#b4975a
Jakob Ihs-Wozniak,#b4975a
Gustav Sjoqvist,#b4975a
Jakub Demek,#b4975a
Jakub Brabenec,#b4975a
Joe Fleming,#b4975a
Ben Hemmerling,#b4975a
Matyas Sapovaliv,#b4975a
Ivan Morozov,#b4975a
Christoffer Sedoff,#b4975a
Viliam Kmec,#b4975a
Jesper Vikman,#b4975a
Carl Lindbom,#b4975a
Anthony Beauvillier,#c8102e
Brandon Duhaime,#c8102e
Logan Thompson,#c8102e
Justin Sourdif,#c8102e
Matt Roy,#c8102e
Pierre-Luc Dubois,#c8102e
Declan Chisholm,#c8102e
Zac Funk,#c8102e
Graeme Clarke,#c8102e
Jakob Chychrun,#c8102e
Louie Belpedio,#c8102e
Trevor van Riemsdyk,#c8102e
Sonny Milano,#c8102e
Calle Rosen,#c8102e
Charlie Lindgren,#c8102e
Sheldon Rempal,#c8102e
John Carlson,#c8102e
Nic Dowd,#c8102e
Martin Fehervary,#c8102e
Ethen Frank,#c8102e
Hendrix Lapierre,#c8102e
Dylan McIlrath,#c8102e
Connor McMichael,#c8102e
Ivan Miroshnichenko,#c8102e
Alex Ovechkin,#c8102e
Aliaksei Protas,#c8102e
Rasmus Sandin,#c8102e
Dylan Strome,#c8102e
Tom Wilson,#c8102e
Garin Bjorklund,#c8102e
David Gucciardi,#c8102e
Ryan Leonard,#c8102e
Spencer Smallman,#c8102e
Ludwig Persson,#c8102e
Patrick Thomas,#c8102e
Clay Stevenson,#c8102e
Terik Parascak,#c8102e
Bogdan Trineyev,#c8102e
Ryan Chesley,#c8102e
Andrew Cristall,#c8102e
Cole Hutson,#c8102e
Leon Muggli,#c8102e
Ilya Protas,#c8102e
Antoine Keller,#c8102e
Alexander Suzdalev,#c8102e
Brent Johnson (2003),#c8102e
Henrik Rybinski,#c8102e
Milton Gastrin,#c8102e
Maxim Schafer,#c8102e
Aron Dahlqvist,#c8102e
Miroslav Satan Jr,#c8102e
Lynden Lakovic,#c8102e
Eriks Mateiko,#c8102e
Ryan Hofer,#c8102e
Cam Allen,#c8102e
Tobias Geisser,#c8102e
Cole Koepke,#004c97
Kale Clague,#004c97
Walker Duehr,#004c97
Isaak Phillips,#004c97
Eric Comrie,#004c97
Brad Lambert,#004c97
Isaac Poulter,#004c97
Thomas Milic,#004c97
Morgan Barron,#004c97
Vladislav Namestnikov,#004c97
Parker Ford,#004c97
Phillip Di Giueseppe,#004c97
Jaret Anderson-Dolan,#004c97
Samuel Fagemo,#004c97
Mason Shaw,#004c97
Tanner Pearson,#004c97
Gustav Nyquist,#004c97
Luke Schenn,#004c97
Colin Miller,#004c97
Haydn Fleury,#004c97
Jacob Julien,#004c97
Phillip Di Giuseppe,#004c97
Rasmus Kupari,#004c97
Nikita Chibrikov,#004c97
Kyle Connor,#004c97
Dylan DeMelo,#004c97
David Gustafsson,#004c97
Ville Heinola,#004c97
Connor Hellebuyck,#004c97
Alex Iafallo,#004c97
Adam Lowry,#004c97
Josh Morrissey,#004c97
Nino Niederreiter,#004c97
Cole Perfetti,#004c97
Neal Pionk,#004c97
Dylan Samberg,#004c97
Mark Scheifele,#004c97
Logan Stanley,#004c97
Gabriel Vilardi,#004c97
Jonathan Toews,#004c97
Kristian Vesalainen,#004c97
Kieron Walton,#004c97
Brayden Yager,#004c97
Kevin He,#004c97
Alfons Freij,#004c97
Elias Salomonsson,#004c97
Danil Zhilkin,#004c97
Garrett Brown,#004c97
Tyrel Bauer,#004c97
Domenic DiVincentiis,#004c97
Colby Barlow,#004c97
Fabian Wagner,#004c97
